import time: self [us] | cumulative | imported package
import time:       236 |        236 |   _io
import time:        43 |         43 |   marshal
import time:       327 |        327 |   posix
import time:       721 |       1324 | _frozen_importlib_external
import time:       106 |        106 |   time
import time:       264 |        369 | zipimport
import time:        57 |         57 |     _codecs
import time:       583 |        639 |   codecs
import time:       426 |        426 |   encodings.aliases
import time:       601 |       1665 | encodings
import time:       191 |        191 | encodings.utf_8
import time:       101 |        101 | _signal
import time:        37 |         37 |       _abc
import time:       185 |        221 |     abc
import time:        45 |         45 |       _stat
import time:       107 |        151 |     stat
import time:       945 |        945 |     _collections_abc
import time:        69 |         69 |       errno
import time:       119 |        119 |       genericpath
import time:       164 |        351 |     posixpath
import time:       555 |       2221 |   os
import time:       122 |        122 |   _sitebuiltins
import time:       216 |        216 |   encodings.utf_8_sig
import time:      1051 |       1051 |   _distutils_hack
import time:        62 |         62 |     _types
import time:       336 |        397 |   types
import time:       159 |        159 |     importlib
import time:       200 |        200 |     importlib._abc
import time:       190 |        548 |   importlib.util
import time:        75 |         75 |   importlib.machinery
import time:       173 |        173 |     apport_python_hook
import time:       125 |        297 |   sitecustomize
import time:        74 |         74 |   usercustomize
import time:      1728 |       6724 | site
import time:        51 |         51 |       _contextvars
import time:       412 |        462 |     _py_warnings
import time:       177 |        639 |   warnings
import time:       188 |        188 |   numpy.version
import time:       118 |        118 |   numpy._expired_attrs_2_0
import time:      1467 |       1467 |     enum
import time:       123 |        123 |           itertools
import time:       164 |        164 |           keyword
import time:        77 |         77 |             _operator
import time:       298 |        375 |           operator
import time:       201 |        201 |           reprlib
import time:        84 |         84 |           _collections
import time:       871 |       1817 |         collections
import time:        83 |         83 |         _functools
import time:       649 |       2548 |       functools
import time:       196 |        196 |       numpy._utils._convertions
import time:       230 |       2973 |     numpy._utils
import time:       293 |       4731 |   numpy._globals
import time:        45 |         45 |     numpy._distributor_init_local
import time:       189 |        233 |   numpy._distributor_init
import time:        66 |         66 |               _datetime
import time:       213 |        279 |             datetime
import time:        62 |         62 |             math
import time:       263 |        263 |             numpy.exceptions
import time:       286 |        286 |             numpy._core._exceptions
import time:       118 |        118 |               contextvars
import time:       121 |        239 |             numpy._core.printoptions
import time:       136 |        136 |             numpy.dtypes
import time:      9357 |      10619 |           numpy._core._multiarray_umath
import time:       134 |        134 |             numpy._utils._inspect
import time:       371 |        505 |           numpy._core.overrides
import time:       578 |      11700 |         numpy._core.multiarray
import time:       206 |        206 |         numpy._core.umath
import time:       377 |        377 |           numbers
import time:       198 |        198 |           numpy._core._dtype
import time:       137 |        137 |           numpy._core._string_helpers
import time:       798 |        798 |           numpy._core._type_aliases
import time:       363 |       1870 |         numpy._core.numerictypes
import time:       203 |        203 |           numpy._core._ufunc_config
import time:       171 |        171 |                 copyreg
import time:        87 |         87 |                   _struct
import time:       126 |        212 |                 struct
import time:       249 |        249 |                 io
import time:       263 |        263 |                 _compat_pickle
import time:       123 |        123 |                 _pickle
import time:       776 |       1792 |               pickle
import time:       661 |        661 |               contextlib
import time:       257 |       2709 |             numpy._core._methods
import time:       866 |       3574 |           numpy._core.fromnumeric
import time:       228 |       4004 |         numpy._core._machar
import time:       335 |        335 |             numpy._core.shape_base
import time:       138 |        138 |             numpy._core._asarray
import time:       590 |        590 |             numpy._core.arrayprint
import time:       815 |       1876 |           numpy._core.numeric
import time:       313 |       2189 |         numpy._core.einsumfunc
import time:       259 |        259 |         numpy._core.function_base
import time:       321 |        321 |         numpy._core.getlimits
import time:       211 |        211 |         numpy._core.memmap
import time:       401 |        401 |         numpy._core.records
import time:      1012 |       1012 |         numpy._core._add_newdocs
import time:       381 |        381 |         numpy._core._add_newdocs_scalars
import time:       136 |        136 |         numpy._core._dtype_ctypes
import time:      1024 |       1024 |             _ast
import time:       414 |       1437 |           ast
import time:        88 |         88 |               _sre
