import time: self [us] | cumulative | imported package
import time:       269 |        269 |                 re._constants
import time:       431 |        700 |               re._parser
import time:       136 |        136 |               re._casefix
import time:       381 |       1299 |             re._compiler
import time:       634 |       1933 |           re
import time:       186 |        186 |                 _weakrefset
import time:       648 |        833 |               threading
import time:       379 |       1212 |             sysconfig
import time:       741 |        741 |             _ctypes
import time:       311 |        311 |             ctypes._endian
import time:       928 |       3190 |           ctypes
import time:       751 |       7314 |         numpy._core._internal
import time:       173 |        173 |         numpy._pytesttester
import time:       676 |      30242 |       numpy._core
import time:        27 |      30269 |     numpy._core._multiarray_umath
import time:       317 |      30586 |   numpy.__config__
import time:        50 |         50 |                   _typing
import time:      2319 |       2368 |                 typing
import time:       252 |        252 |                     numpy._typing._nbit_base
import time:       227 |        227 |                     numpy._typing._nested_sequence
import time:       118 |        118 |                     numpy._typing._shape
import time:      1355 |       1950 |                   numpy._typing._array_like
import time:      1515 |       1515 |                   numpy._typing._char_codes
import time:       589 |        589 |                     annotationlib
import time:      1187 |       1775 |                   numpy._typing._dtype_like
import time:       152 |        152 |                   numpy._typing._nbit
import time:       134 |        134 |                   numpy._typing._scalars
import time:        96 |         96 |                   numpy._typing._ufunc
import time:       317 |       5937 |                 numpy._typing
import time:       240 |        240 |                   numpy.lib._stride_tricks_impl
import time:       305 |        545 |                 numpy.lib._twodim_base_impl
import time:        97 |         97 |                   numpy.lib._array_utils_impl
import time:       128 |        224 |                 numpy.lib.array_utils
import time:       798 |        798 |                 numpy.linalg._umath_linalg
import time:      1752 |      11621 |               numpy.linalg._linalg
import time:       124 |        124 |               numpy.linalg.linalg
import time:       170 |      11913 |             numpy.linalg
import time:       311 |      12223 |           numpy.matrixlib.defmatrix
import time:       129 |      12352 |         numpy.matrixlib
import time:      1524 |       1524 |           numpy.lib._histograms_impl
import time:      1113 |       2636 |         numpy.lib._function_base_impl
import time:       133 |        133 |         numpy.lib.stride_tricks
import time:       447 |      15566 |       numpy.lib._index_tricks_impl
import time:       319 |      15885 |     numpy.lib._arraypad_impl
import time:       927 |        927 |     numpy.lib._arraysetops_impl
import time:       180 |        180 |     numpy.lib._arrayterator_impl
import time:       481 |        481 |     numpy.lib._nanfunctions_impl
import time:       449 |        449 |       weakref
import time:        88 |         88 |               _wmi
import time:       740 |        827 |             platform
import time:       777 |        777 |             textwrap
import time:       260 |       1863 |           numpy.lib._utils_impl
import time:       239 |       2102 |         numpy.lib._format_impl
import time:       113 |       2214 |       numpy.lib.format
import time:       276 |        276 |       numpy.lib._datasource
import time:       368 |        368 |       numpy.lib._iotools
import time:      1005 |       4310 |     numpy.lib._npyio_impl
import time:       132 |        132 |         numpy.lib._ufunclike_impl
import time:       295 |        427 |       numpy.lib._type_check_impl
import time:       524 |        950 |     numpy.lib._polynomial_impl
import time:       378 |        378 |     numpy.lib._shape_base_impl
import time:       153 |        153 |     numpy.lib._version
import time:        98 |         98 |     numpy.lib.introspect
import time:       187 |        187 |     numpy.lib.mixins
import time:        88 |         88 |     numpy.lib.npyio
import time:       270 |        270 |       numpy.lib._scimath_impl
import time:        86 |        356 |     numpy.lib.scimath
import time:       385 |      24370 |   numpy.lib
import time:       146 |        146 |   numpy._array_api_info
import time:      2326 |      63000 | numpy
