import time: self [us] | cumulative | imported package
import time:       194 |        194 |   _io
import time:        38 |         38 |   marshal
import time:       287 |        287 |   posix
import time:       618 |       1135 | _frozen_importlib_external
import time:        89 |         89 |   time
import time:       246 |        335 | zipimport
import time:        55 |         55 |     _codecs
import time:       552 |        606 |   codecs
import time:       404 |        404 |   encodings.aliases
import time:       527 |       1536 | encodings
import time:       186 |        186 | encodings.utf_8
import time:        97 |         97 | _signal
import time:        35 |         35 |       _abc
import time:       178 |        213 |     abc
import time:        42 |         42 |       _stat
import time:        94 |        136 |     stat
import time:       904 |        904 |     _collections_abc
import time:        67 |         67 |       errno
import time:        97 |         97 |       genericpath
import time:       151 |        314 |     posixpath
import time:       524 |       2088 |   os
import time:       119 |        119 |   _sitebuiltins
import time:       214 |        214 |   encodings.utf_8_sig
import time:       885 |        885 |   _distutils_hack
import time:        54 |         54 |     _types
import time:       262 |        315 |   types
import time:       140 |        140 |     importlib
import time:       197 |        197 |     importlib._abc
import time:       174 |        510 |   importlib.util
import time:        64 |         64 |   importlib.machinery
import time:       160 |        160 |     apport_python_hook
import time:       115 |        275 |   sitecustomize
import time:        65 |         65 |   usercustomize
import time:      1504 |       6034 | site
import time:        45 |         45 |       _contextvars
import time:       381 |        425 |     _py_warnings
import time:       147 |        571 |   warnings
import time:       172 |        172 |   numpy.version
import time:       124 |        124 |   numpy._expired_attrs_2_0
import time:      1425 |       1425 |     enum
import time:       118 |        118 |           itertools
import time:       138 |        138 |           keyword
import time:        77 |         77 |             _operator
import time:       333 |        410 |           operator
import time:       189 |        189 |           reprlib
import time:        77 |         77 |           _collections
import time:       837 |       1766 |         collections
import time:        73 |         73 |         _functools
import time:       633 |       2471 |       functools
import time:       178 |        178 |       numpy._utils._convertions
import time:       195 |       2843 |     numpy._utils
import time:       268 |       4535 |   numpy._globals
import time:        38 |         38 |     numpy._distributor_init_local
import time:       136 |        174 |   numpy._distributor_init
import time:        61 |         61 |               _datetime
import time:       178 |        239 |             datetime
import time:        56 |         56 |             math
import time:       247 |        247 |             numpy.exceptions
import time:       300 |        300 |             numpy._core._exceptions
import time:       112 |        112 |               contextvars
import time:       115 |        226 |             numpy._core.printoptions
import time:       130 |        130 |             numpy.dtypes
import time:      9307 |      10502 |           numpy._core._multiarray_umath
import time:       134 |        134 |             numpy._utils._inspect
import time:       351 |        485 |           numpy._core.overrides
import time:       564 |      11550 |         numpy._core.multiarray
import time:       206 |        206 |         numpy._core.umath
import time:       364 |        364 |           numbers
import time:       188 |        188 |           numpy._core._dtype
import time:       135 |        135 |           numpy._core._string_helpers
import time:       767 |        767 |           numpy._core._type_aliases
import time:       348 |       1801 |         numpy._core.numerictypes
import time:       204 |        204 |           numpy._core._ufunc_config
import time:       157 |        157 |                 copyreg
import time:        84 |         84 |                   _struct
import time:       106 |        189 |                 struct
import time:       254 |        254 |                 io
import time:       246 |        246 |                 _compat_pickle
import time:       117 |        117 |                 _pickle
import time:       777 |       1738 |               pickle
import time:       642 |        642 |               contextlib
import time:       232 |       2612 |             numpy._core._methods
import time:       842 |       3453 |           numpy._core.fromnumeric
import time:       227 |       3883 |         numpy._core._machar
import time:       324 |        324 |             numpy._core.shape_base
import time:       136 |        136 |             numpy._core._asarray
import time:       579 |        579 |             numpy._core.arrayprint
import time:       754 |       1792 |           numpy._core.numeric
import time:       310 |       2102 |         numpy._core.einsumfunc
import time:       245 |        245 |         numpy._core.function_base
import time:       308 |        308 |         numpy._core.getlimits
import time:       178 |        178 |         numpy._core.memmap
import time:       355 |        355 |         numpy._core.records
import time:       966 |        966 |         numpy._core._add_newdocs
import time:       365 |        365 |         numpy._core._add_newdocs_scalars
import time:       128 |        128 |         numpy._core._dtype_ctypes
import time:      1038 |       1038 |             _ast
import time:       404 |       1442 |           ast
import time:        84 |         84 |               _sre
