run_id,mode,runtime,total_ns,operations,checksum,gc_count,gc_pause_ns,peak_rss_kib,cpus_allowed
155,java-g1,java 17.0.20+8-1-26.04-Ubuntu G1_Young_Generation+G1_Old_Generation,525814856,8388608,56075093016576,7,322000000,423844,11
