run_id,mode,batch,operations,elapsed_ns
31,c,0,8192,71446
31,c,1,8192,67272
31,c,2,8192,66584
31,c,3,8192,78568
31,c,4,8192,71740
31,c,5,8192,71857
31,c,6,8192,81544
31,c,7,8192,79800
31,c,8,8192,74135
31,c,9,8192,79718
31,c,10,8192,81872
31,c,11,8192,157886
31,c,12,8192,63792
31,c,13,8192,61015
31,c,14,8192,59800
31,c,15,8192,68157
31,c,16,8192,75325
31,c,17,8192,79820
31,c,18,8192,74810
31,c,19,8192,81265
31,c,20,8192,78342
31,c,21,8192,77952
31,c,22,8192,100246
31,c,23,8192,78913
31,c,24,8192,78764
31,c,25,8192,81515
31,c,26,8192,73247
31,c,27,8192,76761
31,c,28,8192,85204
31,c,29,8192,74787
31,c,30,8192,79396
31,c,31,8192,80459
31,c,32,8192,82720
31,c,33,8192,87329
31,c,34,8192,83585
31,c,35,8192,91235
31,c,36,8192,67729
31,c,37,8192,66382
31,c,38,8192,69473
31,c,39,8192,67019
31,c,40,8192,72554
31,c,41,8192,68138
31,c,42,8192,72080
31,c,43,8192,91894
31,c,44,8192,99984
31,c,45,8192,103825
31,c,46,8192,91822
31,c,47,8192,94665
31,c,48,8192,79422
31,c,49,8192,79258
31,c,50,8192,71003
31,c,51,8192,65326
31,c,52,8192,66625
31,c,53,8192,58733
31,c,54,8192,57374
31,c,55,8192,57035
31,c,56,8192,56773
31,c,57,8192,57019
31,c,58,8192,57082
31,c,59,8192,64005
31,c,60,8192,72877
31,c,61,8192,73431
31,c,62,8192,69132
31,c,63,8192,71660
31,c,64,8192,69600
31,c,65,8192,68070
31,c,66,8192,68783
31,c,67,8192,66714
31,c,68,8192,73944
31,c,69,8192,76668
31,c,70,8192,78573
31,c,71,8192,77102
31,c,72,8192,82083
31,c,73,8192,80972
31,c,74,8192,80791
31,c,75,8192,69774
31,c,76,8192,66275
31,c,77,8192,73103
31,c,78,8192,70210
31,c,79,8192,69667
31,c,80,8192,67676
31,c,81,8192,62462
31,c,82,8192,65636
31,c,83,8192,77689
31,c,84,8192,87049
31,c,85,8192,83042
31,c,86,8192,79350
31,c,87,8192,82719
31,c,88,8192,83933
31,c,89,8192,78608
31,c,90,8192,80077
31,c,91,8192,78610
31,c,92,8192,87923
31,c,93,8192,81675
31,c,94,8192,110061
31,c,95,8192,83481
31,c,96,8192,77782
31,c,97,8192,83928
31,c,98,8192,82274
31,c,99,8192,78549
31,c,100,8192,78645
31,c,101,8192,81138
31,c,102,8192,86158
31,c,103,8192,70501
31,c,104,8192,73347
31,c,105,8192,73516
31,c,106,8192,126728
31,c,107,8192,75483
31,c,108,8192,73542
31,c,109,8192,69433
31,c,110,8192,70400
31,c,111,8192,74503
31,c,112,8192,84442
31,c,113,8192,82109
31,c,114,8192,84993
31,c,115,8192,76571
31,c,116,8192,81483
31,c,117,8192,73593
31,c,118,8192,75438
31,c,119,8192,81835
31,c,120,8192,83344
31,c,121,8192,88373
31,c,122,8192,80890
31,c,123,8192,82935
31,c,124,8192,79271
31,c,125,8192,77451
31,c,126,8192,81711
31,c,127,8192,75368
31,c,128,8192,69433
31,c,129,8192,70978
31,c,130,8192,75287
31,c,131,8192,77913
31,c,132,8192,79474
31,c,133,8192,75199
31,c,134,8192,80830
31,c,135,8192,83894
31,c,136,8192,88383
31,c,137,8192,89918
31,c,138,8192,86438
31,c,139,8192,88009
31,c,140,8192,78912
31,c,141,8192,66280
31,c,142,8192,70285
31,c,143,8192,81243
31,c,144,8192,75792
31,c,145,8192,82428
31,c,146,8192,77945
31,c,147,8192,80821
31,c,148,8192,80014
31,c,149,8192,83146
31,c,150,8192,84297
31,c,151,8192,84931
31,c,152,8192,78250
