run_id,build,seed,sample,round,phase,position,workload,variant,elements,passes,elapsed_ns,result,gc_delta,cpu_before,cpu_after
5,rust,20260922,0,0,warmup,0,dot,idiomatic,1048576,1,1532493,410ff74524ad2567,0,11,11
5,rust,20260922,1,0,warmup,1,count,control,4194304,1,14056015,575011b204ab0ef9,0,11,11
5,rust,20260922,2,0,warmup,2,hash_chain,control_double,1048576,2,3615450,cafe17741c251268,0,11,11
5,rust,20260922,3,0,warmup,3,count,idiomatic_bis,4194304,1,69158349,575011b204ab0ef9,0,11,11
5,rust,20260922,4,0,warmup,4,hash_chain,control_bis,1048576,1,1831635,60edcbcfce416d11,0,11,11
5,rust,20260922,5,0,warmup,5,hash_chain,control,1048576,1,1709368,60edcbcfce416d11,0,11,11
5,rust,20260922,6,0,warmup,6,dot,control,1048576,1,1664283,410ff74524ad2567,0,11,11
5,rust,20260922,7,0,warmup,7,count,idiomatic,4194304,1,70122947,575011b204ab0ef9,0,11,11
5,rust,20260922,8,0,warmup,8,hash_chain,idiomatic,1048576,1,1958976,60edcbcfce416d11,0,11,11
5,rust,20260922,9,1,measure,0,hash_chain,idiomatic,1048576,1,1906118,60edcbcfce416d11,0,11,11
5,rust,20260922,10,1,measure,1,hash_chain,control_double,1048576,2,4081103,cafe17741c251268,0,11,11
5,rust,20260922,11,1,measure,2,count,idiomatic,4194304,1,68723710,575011b204ab0ef9,0,11,11
5,rust,20260922,12,1,measure,3,dot,idiomatic,1048576,1,1616366,410ff74524ad2567,0,11,11
5,rust,20260922,13,1,measure,4,hash_chain,control_bis,1048576,1,1926437,60edcbcfce416d11,0,11,11
5,rust,20260922,14,1,measure,5,count,idiomatic_bis,4194304,1,70887592,575011b204ab0ef9,0,11,11
5,rust,20260922,15,1,measure,6,hash_chain,control,1048576,1,1872827,60edcbcfce416d11,0,11,11
5,rust,20260922,16,1,measure,7,dot,control,1048576,1,1618467,410ff74524ad2567,0,11,11
5,rust,20260922,17,1,measure,8,count,control,4194304,1,15890683,575011b204ab0ef9,0,11,11
5,rust,20260922,18,2,measure,0,hash_chain,control,1048576,1,1996132,60edcbcfce416d11,0,11,11
5,rust,20260922,19,2,measure,1,hash_chain,idiomatic,1048576,1,1892332,60edcbcfce416d11,0,11,11
5,rust,20260922,20,2,measure,2,dot,control,1048576,1,1518822,410ff74524ad2567,0,11,11
5,rust,20260922,21,2,measure,3,hash_chain,control_double,1048576,2,3630302,cafe17741c251268,0,11,11
5,rust,20260922,22,2,measure,4,count,idiomatic_bis,4194304,1,68557433,575011b204ab0ef9,0,11,11
5,rust,20260922,23,2,measure,5,count,control,4194304,1,14831966,575011b204ab0ef9,0,11,11
5,rust,20260922,24,2,measure,6,count,idiomatic,4194304,1,69452876,575011b204ab0ef9,0,11,11
5,rust,20260922,25,2,measure,7,hash_chain,control_bis,1048576,1,1843592,60edcbcfce416d11,0,11,11
5,rust,20260922,26,2,measure,8,dot,idiomatic,1048576,1,1485346,410ff74524ad2567,0,11,11
