run_id,mode,batch,operations,elapsed_ns
13,java-g1,0,8192,3232692
13,java-g1,1,8192,153729
13,java-g1,2,8192,153721
13,java-g1,3,8192,16153187
13,java-g1,4,8192,272927
13,java-g1,5,8192,319482
13,java-g1,6,8192,852752
13,java-g1,7,8192,278595
13,java-g1,8,8192,272457
13,java-g1,9,8192,287159
13,java-g1,10,8192,275592
13,java-g1,11,8192,273548
13,java-g1,12,8192,270779
13,java-g1,13,8192,274597
13,java-g1,14,8192,7277968
13,java-g1,15,8192,300730
13,java-g1,16,8192,273157
13,java-g1,17,8192,285405
13,java-g1,18,8192,269300
13,java-g1,19,8192,285627
13,java-g1,20,8192,273636
13,java-g1,21,8192,277539
13,java-g1,22,8192,278231
13,java-g1,23,8192,271002
13,java-g1,24,8192,714069
13,java-g1,25,8192,277413
13,java-g1,26,8192,280354
13,java-g1,27,8192,276791
13,java-g1,28,8192,278742
13,java-g1,29,8192,270596
13,java-g1,30,8192,277492
13,java-g1,31,8192,3580701
13,java-g1,32,8192,278915
13,java-g1,33,8192,214333
13,java-g1,34,8192,284816
13,java-g1,35,8192,226274
13,java-g1,36,8192,213234
13,java-g1,37,8192,360886
13,java-g1,38,8192,213201
13,java-g1,39,8192,507618
13,java-g1,40,8192,214090
13,java-g1,41,8192,222863
13,java-g1,42,8192,215419
13,java-g1,43,8192,495655
13,java-g1,44,8192,216294
13,java-g1,45,8192,216999
13,java-g1,46,8192,215748
13,java-g1,47,8192,499235
13,java-g1,48,8192,225538
13,java-g1,49,8192,218678
13,java-g1,50,8192,215516
13,java-g1,51,8192,283895
13,java-g1,52,8192,218692
13,java-g1,53,8192,214473
13,java-g1,54,8192,226274
13,java-g1,55,8192,505414
13,java-g1,56,8192,763729
13,java-g1,57,8192,220029
13,java-g1,58,8192,221660
13,java-g1,59,8192,215269
13,java-g1,60,8192,227137
13,java-g1,61,8192,218380
13,java-g1,62,8192,216667
13,java-g1,63,8192,499811
13,java-g1,64,8192,260122
13,java-g1,65,8192,214205
13,java-g1,66,8192,217589
13,java-g1,67,8192,222820
13,java-g1,68,8192,225967
13,java-g1,69,8192,217540
13,java-g1,70,8192,223027
13,java-g1,71,8192,516955
13,java-g1,72,8192,215042
13,java-g1,73,8192,226354
13,java-g1,74,8192,214894
13,java-g1,75,8192,229990
13,java-g1,76,8192,245695
13,java-g1,77,8192,219612
13,java-g1,78,8192,221157
13,java-g1,79,8192,516129
13,java-g1,80,8192,226444
13,java-g1,81,8192,770463
13,java-g1,82,8192,219362
13,java-g1,83,8192,222569
13,java-g1,84,8192,217745
13,java-g1,85,8192,226371
13,java-g1,86,8192,223454
13,java-g1,87,8192,498184
13,java-g1,88,8192,221785
13,java-g1,89,8192,217308
13,java-g1,90,8192,218286
13,java-g1,91,8192,216631
13,java-g1,92,8192,227356
13,java-g1,93,8192,223445
13,java-g1,94,8192,217664
13,java-g1,95,8192,492412
13,java-g1,96,8192,225510
13,java-g1,97,8192,218538
13,java-g1,98,8192,243899
13,java-g1,99,8192,223132
13,java-g1,100,8192,217101
13,java-g1,101,8192,228803
13,java-g1,102,8192,218009
13,java-g1,103,8192,489473
13,java-g1,104,8192,224042
13,java-g1,105,8192,51156535
13,java-g1,106,8192,85004
13,java-g1,107,8192,86869
13,java-g1,108,8192,85201
13,java-g1,109,8192,86922
13,java-g1,110,8192,85454
13,java-g1,111,8192,90371
13,java-g1,112,8192,87405
13,java-g1,113,8192,96069
13,java-g1,114,8192,90860
13,java-g1,115,8192,98072
13,java-g1,116,8192,105355
13,java-g1,117,8192,88522
13,java-g1,118,8192,89441
13,java-g1,119,8192,85239
13,java-g1,120,8192,85513
13,java-g1,121,8192,86136
13,java-g1,122,8192,85325
13,java-g1,123,8192,85184
13,java-g1,124,8192,89940
13,java-g1,125,8192,97674
13,java-g1,126,8192,88073
13,java-g1,127,8192,85119
13,java-g1,128,8192,86496
13,java-g1,129,8192,85256
13,java-g1,130,8192,86655
13,java-g1,131,8192,85851
13,java-g1,132,8192,85185
13,java-g1,133,8192,221466
13,java-g1,134,8192,89598
13,java-g1,135,8192,86709
13,java-g1,136,8192,85800
13,java-g1,137,8192,218582
13,java-g1,138,8192,86338
13,java-g1,139,8192,85742
13,java-g1,140,8192,85403
13,java-g1,141,8192,214946
13,java-g1,142,8192,85629
13,java-g1,143,8192,899081
13,java-g1,144,8192,86467
13,java-g1,145,8192,90530
13,java-g1,146,8192,86308
13,java-g1,147,8192,85135
13,java-g1,148,8192,85349
13,java-g1,149,8192,345566
13,java-g1,150,8192,88160
13,java-g1,151,8192,85066
13,java-g1,152,8192,85314
13,java-g1,153,8192,85427
13,java-g1,154,8192,102144
13,java-g1,155,8192,87798
13,java-g1,156,8192,87479
13,java-g1,157,8192,347576
13,java-g1,158,8192,85896
13,java-g1,159,8192,85577
13,java-g1,160,8192,86312
13,java-g1,161,8192,85476
13,java-g1,162,8192,91995
13,java-g1,163,8192,87820
13,java-g1,164,8192,85078
13,java-g1,165,8192,338015
13,java-g1,166,8192,86894
13,java-g1,167,8192,87186
13,java-g1,168,8192,86062
13,java-g1,169,8192,88092
13,java-g1,170,8192,85280
13,java-g1,171,8192,90793
13,java-g1,172,8192,85158
13,java-g1,173,8192,350221
13,java-g1,174,8192,87549
13,java-g1,175,8192,89121
13,java-g1,176,8192,86024
13,java-g1,177,8192,85375
13,java-g1,178,8192,85742
13,java-g1,179,8192,90147
13,java-g1,180,8192,86984
13,java-g1,181,8192,346776
13,java-g1,182,8192,88349
13,java-g1,183,8192,85185
13,java-g1,184,8192,85690
13,java-g1,185,8192,86436
13,java-g1,186,8192,85474
13,java-g1,187,8192,85982
13,java-g1,188,8192,90823
13,java-g1,189,8192,338945
13,java-g1,190,8192,85969
13,java-g1,191,8192,85083
13,java-g1,192,8192,85927
13,java-g1,193,8192,84946
13,java-g1,194,8192,46531592
13,java-g1,195,8192,87087
13,java-g1,196,8192,85778
13,java-g1,197,8192,86668
13,java-g1,198,8192,86354
13,java-g1,199,8192,86386
13,java-g1,200,8192,84887
13,java-g1,201,8192,91915
13,java-g1,202,8192,89211
13,java-g1,203,8192,91219
13,java-g1,204,8192,85461
13,java-g1,205,8192,85432
13,java-g1,206,8192,86174
13,java-g1,207,8192,88149
13,java-g1,208,8192,86607
13,java-g1,209,8192,85905
13,java-g1,210,8192,85543
13,java-g1,211,8192,86308
13,java-g1,212,8192,86428
13,java-g1,213,8192,85876
13,java-g1,214,8192,91832
13,java-g1,215,8192,88763
13,java-g1,216,8192,86184
13,java-g1,217,8192,85526
13,java-g1,218,8192,85880
13,java-g1,219,8192,85748
13,java-g1,220,8192,88670
13,java-g1,221,8192,85691
13,java-g1,222,8192,85394
13,java-g1,223,8192,86015
13,java-g1,224,8192,85621
13,java-g1,225,8192,85551
13,java-g1,226,8192,239569
13,java-g1,227,8192,89317
13,java-g1,228,8192,86075
13,java-g1,229,8192,85747
13,java-g1,230,8192,212016
13,java-g1,231,8192,87772
13,java-g1,232,8192,87401
13,java-g1,233,8192,88824
13,java-g1,234,8192,971173
13,java-g1,235,8192,101573
13,java-g1,236,8192,87163
13,java-g1,237,8192,85494
13,java-g1,238,8192,348513
13,java-g1,239,8192,88708
13,java-g1,240,8192,85931
13,java-g1,241,8192,86227
13,java-g1,242,8192,85916
13,java-g1,243,8192,87852
13,java-g1,244,8192,90648
13,java-g1,245,8192,86031
13,java-g1,246,8192,160889
13,java-g1,247,8192,87420
13,java-g1,248,8192,85600
13,java-g1,249,8192,93964
13,java-g1,250,8192,85913
13,java-g1,251,8192,86157
13,java-g1,252,8192,88197
13,java-g1,253,8192,85756
13,java-g1,254,8192,333087
13,java-g1,255,8192,87315
