run_id,mode,step,workload,elements,elapsed_ns,result,cpu
1,python-jit,0,hash_chain,65536,8005142,2601340f9235852a,-1
1,python-jit,0,dot,65536,2686523,40d00d876b11f984,-1
1,python-jit,1,hash_chain,65536,7867237,2601340f9235852a,-1
1,python-jit,1,dot,65536,2656108,40d00d876b11f984,-1
1,python-jit,2,hash_chain,65536,7822760,2601340f9235852a,-1
1,python-jit,2,dot,65536,2842778,40d00d876b11f984,-1
1,python-jit,3,hash_chain,65536,7790569,2601340f9235852a,-1
1,python-jit,3,dot,65536,2801849,40d00d876b11f984,-1
1,python-jit,4,hash_chain,65536,8072869,2601340f9235852a,-1
1,python-jit,4,dot,65536,2609953,40d00d876b11f984,-1
1,python-jit,5,hash_chain,65536,8297795,2601340f9235852a,-1
1,python-jit,5,dot,65536,2638986,40d00d876b11f984,-1
1,python-jit,6,hash_chain,65536,7837190,2601340f9235852a,-1
1,python-jit,6,dot,65536,2592275,40d00d876b11f984,-1
1,python-jit,7,hash_chain,65536,7869463,2601340f9235852a,-1
1,python-jit,7,dot,65536,2603504,40d00d876b11f984,-1
1,python-jit,8,hash_chain,65536,8530155,2601340f9235852a,-1
1,python-jit,8,dot,65536,2647669,40d00d876b11f984,-1
1,python-jit,9,hash_chain,65536,7903121,2601340f9235852a,-1
1,python-jit,9,dot,65536,2892319,40d00d876b11f984,-1
1,python-jit,10,hash_chain,65536,7872406,2601340f9235852a,-1
1,python-jit,10,dot,65536,2620943,40d00d876b11f984,-1
1,python-jit,11,hash_chain,65536,7932133,2601340f9235852a,-1
1,python-jit,11,dot,65536,2632414,40d00d876b11f984,-1
1,python-jit,12,hash_chain,65536,7884310,2601340f9235852a,-1
1,python-jit,12,dot,65536,2623931,40d00d876b11f984,-1
1,python-jit,13,hash_chain,65536,7873944,2601340f9235852a,-1
1,python-jit,13,dot,65536,2617332,40d00d876b11f984,-1
1,python-jit,14,hash_chain,65536,7858047,2601340f9235852a,-1
1,python-jit,14,dot,65536,2708868,40d00d876b11f984,-1
1,python-jit,15,hash_chain,65536,7921590,2601340f9235852a,-1
1,python-jit,15,dot,65536,2715955,40d00d876b11f984,-1
1,python-jit,16,hash_chain,65536,7816130,2601340f9235852a,-1
1,python-jit,16,dot,65536,2610705,40d00d876b11f984,-1
1,python-jit,17,hash_chain,65536,7843399,2601340f9235852a,-1
1,python-jit,17,dot,65536,2670466,40d00d876b11f984,-1
1,python-jit,18,hash_chain,65536,8005289,2601340f9235852a,-1
1,python-jit,18,dot,65536,2651624,40d00d876b11f984,-1
1,python-jit,19,hash_chain,65536,7933354,2601340f9235852a,-1
1,python-jit,19,dot,65536,2620452,40d00d876b11f984,-1
1,python-jit,20,hash_chain,65536,7926650,2601340f9235852a,-1
1,python-jit,20,dot,65536,2608954,40d00d876b11f984,-1
1,python-jit,21,hash_chain,65536,7841406,2601340f9235852a,-1
1,python-jit,21,dot,65536,2599168,40d00d876b11f984,-1
1,python-jit,22,hash_chain,65536,7870801,2601340f9235852a,-1
1,python-jit,22,dot,65536,2616252,40d00d876b11f984,-1
1,python-jit,23,hash_chain,65536,7908504,2601340f9235852a,-1
1,python-jit,23,dot,65536,2574408,40d00d876b11f984,-1
1,python-jit,24,hash_chain,65536,7865829,2601340f9235852a,-1
1,python-jit,24,dot,65536,2647029,40d00d876b11f984,-1
1,python-jit,25,hash_chain,65536,7827483,2601340f9235852a,-1
1,python-jit,25,dot,65536,2625347,40d00d876b11f984,-1
1,python-jit,26,hash_chain,65536,7809551,2601340f9235852a,-1
1,python-jit,26,dot,65536,2654554,40d00d876b11f984,-1
1,python-jit,27,hash_chain,65536,8203653,2601340f9235852a,-1
1,python-jit,27,dot,65536,2616714,40d00d876b11f984,-1
1,python-jit,28,hash_chain,65536,8026224,2601340f9235852a,-1
1,python-jit,28,dot,65536,2737264,40d00d876b11f984,-1
1,python-jit,29,hash_chain,65536,7951322,2601340f9235852a,-1
1,python-jit,29,dot,65536,2814291,40d00d876b11f984,-1
1,python-jit,30,hash_chain,65536,8295137,2601340f9235852a,-1
1,python-jit,30,dot,65536,2629338,40d00d876b11f984,-1
1,python-jit,31,hash_chain,65536,8373783,2601340f9235852a,-1
1,python-jit,31,dot,65536,2677169,40d00d876b11f984,-1
1,python-jit,32,hash_chain,65536,8314496,2601340f9235852a,-1
1,python-jit,32,dot,65536,2646356,40d00d876b11f984,-1
1,python-jit,33,hash_chain,65536,7860927,2601340f9235852a,-1
1,python-jit,33,dot,65536,2637269,40d00d876b11f984,-1
1,python-jit,34,hash_chain,65536,7990731,2601340f9235852a,-1
1,python-jit,34,dot,65536,2608645,40d00d876b11f984,-1
1,python-jit,35,hash_chain,65536,7950357,2601340f9235852a,-1
1,python-jit,35,dot,65536,2558631,40d00d876b11f984,-1
1,python-jit,36,hash_chain,65536,7855132,2601340f9235852a,-1
1,python-jit,36,dot,65536,2628764,40d00d876b11f984,-1
1,python-jit,37,hash_chain,65536,7999146,2601340f9235852a,-1
1,python-jit,37,dot,65536,2580598,40d00d876b11f984,-1
1,python-jit,38,hash_chain,65536,7767222,2601340f9235852a,-1
1,python-jit,38,dot,65536,2635673,40d00d876b11f984,-1
1,python-jit,39,hash_chain,65536,7802022,2601340f9235852a,-1
1,python-jit,39,dot,65536,2582382,40d00d876b11f984,-1
1,python-jit,40,hash_chain,65536,7827705,2601340f9235852a,-1
1,python-jit,40,dot,65536,2739004,40d00d876b11f984,-1
1,python-jit,41,hash_chain,65536,7838677,2601340f9235852a,-1
1,python-jit,41,dot,65536,2706814,40d00d876b11f984,-1
1,python-jit,42,hash_chain,65536,8051800,2601340f9235852a,-1
1,python-jit,42,dot,65536,2845839,40d00d876b11f984,-1
1,python-jit,43,hash_chain,65536,7879120,2601340f9235852a,-1
1,python-jit,43,dot,65536,2590661,40d00d876b11f984,-1
1,python-jit,44,hash_chain,65536,8021058,2601340f9235852a,-1
1,python-jit,44,dot,65536,2582918,40d00d876b11f984,-1
1,python-jit,45,hash_chain,65536,7886547,2601340f9235852a,-1
1,python-jit,45,dot,65536,2614460,40d00d876b11f984,-1
1,python-jit,46,hash_chain,65536,7975453,2601340f9235852a,-1
1,python-jit,46,dot,65536,2788448,40d00d876b11f984,-1
1,python-jit,47,hash_chain,65536,7919457,2601340f9235852a,-1
1,python-jit,47,dot,65536,2797982,40d00d876b11f984,-1
1,python-jit,48,hash_chain,65536,7777879,2601340f9235852a,-1
1,python-jit,48,dot,65536,2692843,40d00d876b11f984,-1
1,python-jit,49,hash_chain,65536,7838614,2601340f9235852a,-1
1,python-jit,49,dot,65536,2730153,40d00d876b11f984,-1
1,python-jit,50,hash_chain,65536,7775799,2601340f9235852a,-1
1,python-jit,50,dot,65536,2626728,40d00d876b11f984,-1
1,python-jit,51,hash_chain,65536,7878841,2601340f9235852a,-1
1,python-jit,51,dot,65536,2596188,40d00d876b11f984,-1
1,python-jit,52,hash_chain,65536,7905816,2601340f9235852a,-1
1,python-jit,52,dot,65536,2645855,40d00d876b11f984,-1
1,python-jit,53,hash_chain,65536,8015122,2601340f9235852a,-1
1,python-jit,53,dot,65536,2767748,40d00d876b11f984,-1
1,python-jit,54,hash_chain,65536,8517476,2601340f9235852a,-1
1,python-jit,54,dot,65536,2736371,40d00d876b11f984,-1
1,python-jit,55,hash_chain,65536,7812807,2601340f9235852a,-1
1,python-jit,55,dot,65536,2659593,40d00d876b11f984,-1
1,python-jit,56,hash_chain,65536,7994183,2601340f9235852a,-1
1,python-jit,56,dot,65536,2624628,40d00d876b11f984,-1
1,python-jit,57,hash_chain,65536,7993657,2601340f9235852a,-1
1,python-jit,57,dot,65536,2630859,40d00d876b11f984,-1
1,python-jit,58,hash_chain,65536,7916685,2601340f9235852a,-1
1,python-jit,58,dot,65536,2607623,40d00d876b11f984,-1
1,python-jit,59,hash_chain,65536,7929329,2601340f9235852a,-1
1,python-jit,59,dot,65536,2595802,40d00d876b11f984,-1
