run_id,mode,runtime,total_ns,operations,checksum,gc_count,gc_pause_ns,peak_rss_kib,cpus_allowed
7,go-gogc100,go1.26.0 GOGC=100,103630750,2097152,16492674416640,2,42219,72904,11
