run_id,mode,runtime,total_ns,operations,checksum,gc_count,gc_pause_ns,peak_rss_kib,cpus_allowed
13,java-g1,java 17.0.20+8-1-26.04-Ubuntu G1_Young_Generation+G1_Old_Generation,174441415,2097152,16492674416640,3,112000000,201824,11
